id,reputation,upvotes,downvotes,question_count,avg_question_score,avg_question_view_count,answer_count,accepted_answer_count,avg_answer_score,no_of_badges,gold_badge_count,silver_badge_count,bronze_badge_count,badge_score,net_user_upvotes
5327495,402,293,2,1620,-0.2,273,1620,4,1.277777778,1620,0,270,1350,2430,291
746385,4458,184,0,43740,9.074074074,6199.111111,43740,4,8.95,43740,2160,19440,22140,121500,184
1003918,111,10,0,20,0,476,20,4,1.25,20,0,0,20,20,10
8216911,424,62,8,2058,0.571428571,151.8571429,2058,4,1.095238095,2058,0,441,1617,3381,54
529294,519,26,9,3025,1.818181818,892,3025,4,1.181818182,3025,0,363,2662,4114,17
2981023,610,62,5,1560,2.461538462,1602.538462,1560,4,2.8,1560,0,455,1105,2925,57
993137,301,13,0,3450,0.695652174,636.2173913,3450,4,0.7,3450,0,460,2990,4830,13
7256411,2012,196,17,11232,1.833333333,1497.833333,11232,4,3.25,11232,0,4992,6240,26208,179
421356,645,96,2,1520,0.5,630.75,1520,4,2.3,1520,0,560,960,3200,94
3655481,343,3,0,468,1,2694.5,468,4,1.444444444,468,0,108,360,792,3
2213046,175,15,0,1176,0.785714286,4145.928571,1176,4,1,1176,56,168,952,2184,15
43631,202,0,0,960,1.875,1756.125,960,4,0.375,960,0,256,704,1728,0
413540,522,7,1,5120,0.8125,1148.9375,5120,4,3.2,5120,160,960,4000,9440,6
1312649,845,55,1,9180,3.529411765,10345.41176,9180,4,-0.05,9180,340,2720,6120,20400,54
3686119,780,415,0,7488,1,1510.846154,7488,4,2,7488,0,2808,4680,15912,415
5521095,110,7,0,288,1.5,67,288,4,7.98E-17,288,0,0,288,288,7
5449824,6825,143,2,2300,1.6,6094.8,2300,4,65.7,2300,150,850,1300,6200,141
1931117,941,172,7,12464,1.9375,2526.625,12464,4,2.526315789,12464,304,3648,8512,26144,165
1250250,1337,105,17,11154,5.681818182,5489.590909,11154,4,1.769230769,11154,572,3718,6864,27456,88
3232714,687,10,0,1925,4,3562.636364,1925,4,2,1925,154,462,1309,4697,10
1772419,2117,60,26,48048,4.428571429,7511.428571,48048,4,0.318181818,48048,3696,16632,27720,131208,34
1234562,268,32,0,1748,0.347826087,943.7391304,1748,4,2.5,1748,0,276,1472,2576,32
3776765,2599,135,8,544,4,4824,544,4,15.125,544,32,272,240,1648,127
3996936,333,3,0,3549,0.692307692,1811.230769,3549,4,0.230769231,3549,0,507,3042,5070,3
101272,1274,94,2,5032,5.529411765,7230.470588,5032,4,2.25,5032,272,1768,2992,12784,92
2766070,185,65,1,192,1,380,192,4,0.833333333,192,0,0,192,192,64
5717379,85,2,0,1008,0.222222222,234.4444444,1008,4,0.428571429,1008,0,0,1008,1008,2
3229799,1007,34,0,1710,2.2,538.8,1710,4,3.947368421,1710,0,760,950,3990,34
57084,393,34,2,156,3,1635,156,4,1.75,156,0,48,108,300,32
9185253,2490,433,58,74480,1.428571429,206.2781955,74480,4,0.45,74480,0,21280,53200,138320,375
918269,831,33,0,15660,1.033333333,700.3333333,15660,4,2.055555556,15660,0,3780,11880,27000,33
369442,633,359,1,3120,1.583333333,3174.333333,3120,4,3.1,3120,120,960,2040,7080,358
5910861,273,117,0,4256,-0.071428571,425.2142857,4256,4,-2.67E-17,4256,0,672,3584,6272,117
6586112,470,17,0,420,2.4,474.2,420,4,2.857142857,420,0,105,315,735,17
3290945,111,16,0,2480,0.129032258,370.7096774,2480,4,0.125,2480,0,0,2480,2480,16
9696537,255,38,0,70,2,787,70,4,1.071428571,70,0,14,56,112,38
3990158,1522,82,7,15675,2.070175439,2470.894737,15675,4,0.6,15675,1140,4560,9975,39615,75
496999,842,20,2,5635,3.695652174,2408.26087,5635,4,0.714285714,5635,483,1771,3381,15295,18
8010659,149,16,0,204,0,35.66666667,204,4,0.470588235,204,0,0,204,204,16
6781905,469,12,1,1680,1.285714286,285.7142857,1680,4,1.75,1680,0,336,1344,2688,11
782129,511,1806,5,1056,1.75,1882.5,1056,4,3,1056,0,224,832,1728,1801
10545595,175,87,0,960,0.75,1210.125,960,4,0.75,960,64,64,832,1728,87
17033887,171,13,0,1200,0.35,246.85,1200,4,0.5,1200,0,120,1080,1560,13
11200136,151,13,0,1232,0.545454545,892.7272727,1232,4,0.75,1232,0,88,1144,1496,13
7458658,86,4,0,448,-7.29E-17,430.7142857,448,4,0.375,448,0,0,448,448,4
1209085,181,4,0,1656,0.666666667,1606.555556,1656,4,0.5,1656,72,360,1224,3384,4
5209289,849,233,2,10086,1.536585366,3024.756098,10086,4,0.333333333,10086,492,2952,6642,23370,231
8797522,187,7,1,720,0.6,514.2,720,4,1,720,0,90,630,990,6
12572430,791,10,0,2112,2.666666667,2315.833333,2112,4,1.25,2112,96,576,1440,4704,10
4133302,406,171,0,3024,0.555555556,833.8333333,3024,4,0.875,3024,0,576,2448,4752,171
1459027,230,101,1,228,1,348,228,4,0.842105263,228,0,57,171,399,100
3564720,631,1429,21,6600,2,1819.733333,6600,4,2,6600,150,1350,5100,12000,1408
2182478,403,54,1,220,1,2430.5,220,4,2.090909091,220,0,66,154,418,53
10548152,523,107,0,8736,0.846153846,989.7692308,8736,4,0.75,8736,0,1248,7488,12480,107
522333,214,11,0,1664,1,2748,1664,4,0.538461538,1664,0,416,1248,2912,11
776797,1148,48,5,2028,3,1102.166667,2028,4,5.923076923,2028,0,780,1248,4368,43
4266055,318,90,1,585,1,1336.6,585,4,1.111111111,585,0,90,495,855,89
365781,4127,147,2,19278,11.52941176,15041.88235,19278,4,0.444444444,19278,1836,8568,8874,61506,145
10328376,187,26,1,400,0,306,400,4,0.4,400,0,0,400,400,25
3541298,179,12,4,1176,0,57.5,1176,4,0.023809524,1176,0,84,1092,1428,8
4727991,493,19,0,442,1,447.5,442,4,1.823529412,442,0,136,306,850,19
1714385,3803,278,33,34650,7.366666667,7061.3,34650,4,9.666666667,34650,2700,12600,19350,96750,245
1405130,2390,117,9,6580,10.25,6632.1,6580,4,3.285714286,6580,280,2380,3920,16240,108
16732580,97,26,0,64,0,33.5,64,4,0.25,64,0,0,64,64,26
25,35048,541,83,139978,80.44117647,63758.76471,139978,4,26.82608696,139978,16422,56304,67252,456688,458
3228745,470,3,0,1620,0.416666667,356.3333333,1620,4,2.888888889,1620,0,324,1296,2592,3
7772871,329,32,1,5355,0.411764706,1354.235294,5355,4,-0.066666667,5355,255,1275,3825,11475,31
11709655,109,33,0,660,0.6,1136.266667,660,4,0,660,60,120,480,1560,33
8643885,391,47,3,660,2.75,1848.5,660,4,2.363636364,660,0,88,572,924,44
1322933,279,7,0,3360,0.952380952,855.8095238,3360,4,0.375,3360,0,840,2520,5880,7
6729382,314,4,1,250,-3,137,250,4,0.64,250,0,50,200,400,3
3407838,906,164,1,5250,1.4,1616.9,5250,4,4,5250,0,1500,3750,9750,163
7046239,701,453,5,16218,0.547169811,839.5660377,16218,4,1.444444444,16218,477,4293,11448,33390,448
2873785,398,48,0,1120,2.2,1243.9,1120,4,0.571428571,1120,0,140,980,1540,48
7761544,644,268,1,3520,1.625,398.5,3520,4,1.863636364,3520,0,704,2816,5632,267
7184714,127,55,0,234,0,3027,234,4,1,234,0,36,198,342,55
3434672,613,1017,2,10640,2.285714286,5132.5,10640,4,0.789473684,10640,266,2660,7714,21014,1015
1276094,431,44,4,480,3.5,4024.5,480,4,1.3125,480,0,128,352,864,40
548637,22836,180,4,9048,7.333333333,6054.333333,9048,4,74,9048,624,4368,4056,27768,176
66249,1591,102,0,304,0,143.5,304,4,17.125,304,16,176,112,976,102
625087,13060,843,4,495,3,3756,495,4,117.0909091,495,22,264,209,1485,839
6035993,962,64,1,2880,2.75,4911.416667,2880,4,5.625,2880,96,768,2016,6048,63
4584256,153,5,0,180,0.8,1071.2,180,4,1.75,180,0,0,180,180,5
17783601,149,2,0,91,1,36,91,4,0.538461538,91,0,0,91,91,2
1797191,485,70,0,2873,1.538461538,1218.692308,2873,4,0.769230769,2873,0,676,2197,4901,70
10796389,182,360,1,2016,0.111111111,239.5555556,2016,4,0.714285714,2016,0,504,1512,3528,359
2780875,2250,764,9,8100,0.6,2552,8100,4,5.5,8100,180,3600,4320,20520,755
12427192,19,20,0,225,-0.555555556,185.4444444,225,4,0,225,0,0,225,225,20
2961845,428,17,0,2860,0.846153846,1104.769231,2860,4,1.2,2860,0,650,2210,4810,17
12917862,119,19,0,336,-5.64E-18,267.4166667,336,4,0.75,336,0,0,336,336,19
391362,1834,29,3,5593,9.117647059,3013.705882,5593,4,2.142857143,5593,119,1785,3689,12019,26
146702,433,36,0,64,0,40,64,4,3.375,64,0,24,40,136,36
12808609,101,6,0,32,0,58,32,4,0.25,32,0,0,32,32,6
1091015,1880,100,0,150,0,626,150,4,28.83333333,150,12,72,66,474,100
307129,710,334,2,8100,2.066666667,566.0666667,8100,4,2.066666667,8100,0,2025,6075,14175,332
8389513,432,78,0,1900,1.3,1114.3,1900,4,1.7,1900,0,600,1300,3700,78
2059756,312,24,0,780,1.833333333,1249.333333,780,4,0.384615385,780,0,156,624,1248,24
2436744,1232,451,1,11115,4.842105263,3880.210526,11115,4,0.846153846,11115,247,4446,6422,26676,450
8500357,781,413,0,7072,1.875,3902.75,7072,4,1.807692308,7072,208,2288,4576,15808,413
3982281,625,71,0,2688,2.625,1110.0625,2688,4,0.571428571,2688,0,672,2016,4704,71
1090513,711,75,5,3990,2.4,7008.066667,3990,4,3.428571429,3990,420,1155,2415,11235,70
956261,942,8,3,19635,1.411764706,2569.45098,19635,4,0.428571429,19635,714,5355,13566,42126,5
1728614,1335,32,15,14112,3.714285714,2720.904762,14112,4,2.1875,14112,672,4032,9408,32256,17
8889739,401,147,3,3045,1.034482759,442.6551724,3045,4,0.4,3045,0,580,2465,4785,144
14014501,482,8,2,81,1,69,81,4,1.777777778,81,0,18,63,135,6
125767,7411,14,0,330,483,392849,330,4,23.9,330,30,180,120,1140,14
1678247,2434,104,7,117180,2.385714286,4305.471429,117180,4,2.444444444,117180,11340,40320,65520,340200,97
5766054,1408,356,3,14976,1.083333333,1944.25,14976,4,3.53125,14976,0,4608,10368,28800,353
4183044,351,75,11,576,1,1445.5,576,4,1,576,0,64,512,768,64
2213756,305,26,5,144,0,741,144,4,2,144,0,12,132,180,21
2296797,443,100,5,3458,1.105263158,972.8421053,3458,4,1.285714286,3458,0,399,3059,4655,95
2060383,979,365,49,19975,1.529411765,1963.352941,19975,4,1.48,19975,425,5950,13600,41650,316
9167323,78,15,0,1680,-0.15,1021.25,1680,4,0.5,1680,0,160,1520,2160,15
1142113,1475,256,1,20580,2.066666667,2837,20580,4,4.785714286,20580,840,6720,13020,48300,255
7188532,477,11,4,2754,1.833333333,1875.5,2754,4,0.592592593,2754,0,648,2106,4698,7
6518029,186,51,0,351,2,251.3333333,351,4,0.615384615,351,0,0,351,351,51
5788638,187,13,4,936,0.166666667,529.3333333,936,4,0.615384615,936,0,0,936,936,9
8161014,747,62,2,15750,0.8,625.1555556,15750,4,1.214285714,15750,0,2520,13230,23310,60
4760625,102,50,0,2280,0.133333333,801.6,2280,4,-0.125,2280,0,360,1920,3360,50
6225526,645,17,4,6954,0.524590164,354.7540984,6954,4,0.666666667,6954,0,1464,5490,11346,13
4111710,15328,207,66,1064486,4.482649842,3152.832808,1064486,4,1.043478261,1064486,65619,306222,692645,2573723,141
5483862,239,28,0,780,2.8,2070,780,4,0.416666667,780,0,120,660,1140,28
4673198,652,136,9,2288,3.625,2891.25,2288,4,1.727272727,2288,0,704,1584,4400,127
15053,3023,163,11,21000,7.2,9746.48,21000,4,5.6,21000,1125,9750,10125,60375,152
6307730,2929,558,23,72216,2.352941176,1470.529412,72216,4,3.444444444,72216,0,25704,46512,149328,535
11933249,145,20,0,420,0.333333333,363,420,4,0.6,420,0,0,420,420,20
3697452,408,19,0,736,2.75,1168.75,736,4,3.125,736,0,192,544,1312,19
2931834,404,125,1,3432,0.923076923,2554.538462,3432,4,0.75,3432,156,936,2340,7644,124
9414276,81,125,0,448,0,474.5,448,4,0.285714286,448,0,0,448,448,125
1370818,137,87,0,198,1.5,846.5,198,4,0.272727273,198,0,0,198,198,87
2463281,2788,72,8,159984,2.590909091,3462.193182,159984,4,1.222222222,159984,11088,55440,93456,426096,64
5740204,199,11,0,240,-0.5,32.5,240,4,0.466666667,240,0,0,240,240,11
1398649,516,123,4,264,4,5150,264,4,3.5,264,8,80,176,576,119
1746547,674,42,4,7656,2.916666667,5394,7656,4,0.5,7656,528,2112,5016,18744,38
4814873,355,193,26,672,2.666666667,1174.333333,672,4,0.8125,672,0,192,480,1248,167
9436126,353,29,1,64,0,345,64,4,2.375,64,0,8,56,88,28
2350208,1701,27,1,8840,10.84615385,4257.769231,8840,4,0.705882353,8840,442,3536,4862,23426,26
3195915,6996,16,29,12096,47.07142857,39553.35714,12096,4,1.75,12096,1344,4256,6496,36960,-13
6274930,109,45,0,1428,-1.166666667,645.1666667,1428,4,0.235294118,1428,0,102,1326,1734,45
2742221,1020,102,21,5510,3.2,3601.2,5510,4,2.368421053,5510,190,1330,3990,11210,81
5528921,478,3,0,325,0.4,201.6,325,4,6.8,325,0,100,225,625,3
5949098,78,51,0,240,0.4,384.8,240,4,0.166666667,240,0,0,240,240,51
6536352,3599,56,0,26790,2.957446809,4757.680851,26790,4,19.1,26790,2350,7990,16450,71910,56
4969603,337,6,8,4800,0.6875,570.375,4800,4,0.3,4800,0,320,4480,5760,-2
4817809,609,36,0,105,1,519,105,4,6.142857143,105,0,35,70,210,36
7961686,361,25,0,110,0,3421,110,4,2,110,0,40,70,230,25
905476,650,39,1,7140,1.357142857,2170.357143,7140,4,1.647058824,7140,238,2142,4760,15708,38
7818938,178,31,1,286,0,150,286,4,0.454545455,286,0,22,264,352,30
5990128,131,15,0,60,0,159,60,4,0.7,60,0,0,60,60,15
9049108,445,39,3,912,0.5,2329,912,4,0.416666667,912,0,240,672,1632,36
1038007,1975,255,7,3774,23.83333333,11340.83333,3774,4,2.058823529,3774,306,1530,1938,11118,248
1746536,69,9,0,480,0.6,1096.8,480,4,0.25,480,0,40,440,600,9
2759108,445,60,23,576,1,696.3333333,576,4,2,576,0,72,504,792,37
7150391,165,40,0,120,0,344,120,4,0.4,120,0,0,120,120,40
295011,2605,1911,4,32648,1.142857143,1686.642857,32648,4,5.090909091,32648,1848,13552,17248,89936,1907
3506300,564,24,0,10560,1.066666667,1847.2,10560,4,0.636363636,10560,330,2970,7260,22440,24
9487853,165,37,0,770,0.785714286,333.9285714,770,4,0.6,770,0,0,770,770,37
732468,81,9,0,162,0,1041.333333,162,4,0.833333333,162,0,0,162,162,9
117455,155,48,1,120,2,441,120,4,0.666666667,120,0,24,96,192,47
1809253,648,545,2,2080,2,1351,2080,4,2.384615385,2080,0,624,1456,3952,543
10037545,3,0,0,40,-0.2,191,40,4,0,40,0,0,40,40,0
1920929,285,7,0,630,0.8,924.2,630,4,1.777777778,630,0,45,585,765,7
3385436,251,1,2,4320,0.777777778,798.2222222,4320,4,0.333333333,4320,0,216,4104,4968,-1
558668,1551,313,1,20520,3,3814.157895,20520,4,4.25,20520,380,7980,12160,47880,312
1730317,1007,121,0,1012,0.5,1084.5,1012,5,2.913043478,1012,0,322,690,1978,121
59791,887,58,5,13034,1.289473684,3002.763158,13034,5,2.285714286,13034,532,3990,8512,29792,53
207448,745,177,0,1323,1.714285714,573.7142857,1323,5,4.444444444,1323,0,378,945,2457,177
2622026,525,251,7,4712,0.5,1953.75,4712,5,0.870967742,4712,248,744,3720,9176,244
516969,1980,316,2,4100,7,2065.3,4100,5,11.2,4100,0,1700,2400,9200,314
496713,2632,25,2,4200,4.4,3209,4200,5,9.041666667,4200,0,1920,2280,9960,23
2858484,124,133,12,108,0,114,108,5,0.416666667,108,0,0,108,108,121
937891,1721,2280,5,19872,4.833333333,3829.041667,19872,5,4.222222222,19872,1296,6696,11880,51624,2275
4430589,592,36,5,192,3,487,192,5,2.083333333,192,0,36,156,300,31
12313238,238,7,0,208,2,322.5,208,5,0.923076923,208,0,26,182,286,7
7087011,463,15,0,2916,0.166666667,355,2916,5,1.259259259,2916,0,648,2268,4860,15
4604259,1798,234,8,96288,1.735294118,1324.279412,96288,5,1.916666667,96288,3264,29376,63648,213792,226
1860805,179,53,0,640,0.8,213.4,640,5,0.5,640,0,0,640,640,53
341927,851,157,10,3500,1.428571429,2020,3500,5,2.9,3500,140,840,2520,7280,147
2215822,818,128,2,28320,1.7,4355.1,28320,5,1.875,28320,1920,6720,19680,65760,126
1875540,406,11,1,9660,0.785714286,1282.357143,9660,5,0.2,9660,420,2520,6720,21000,10
7276431,309,9,2,3328,1,589.0625,3328,5,0.615384615,3328,0,208,3120,3952,7
1384957,1002,32,0,2142,2.333333333,1351,2142,5,2.147058824,2142,0,714,1428,4284,32
10915431,211,11,4,1296,0.666666667,314.1111111,1296,5,0.666666667,1296,0,108,1188,1620,7
106176,737,910,0,3850,2.571428571,1966.214286,3850,5,1.727272727,3850,0,1078,2772,7084,910
5083508,101,1,0,702,0.444444444,1269.111111,702,5,0.666666667,702,0,108,594,1026,1
3227190,583,16,0,520,2.75,1475.5,520,5,3.1,520,0,120,400,880,16
1872743,529,5,0,2254,2,2438,2254,5,1.857142857,2254,0,588,1666,4018,5
8406172,396,41,0,1188,0.666666667,149.3333333,1188,5,0.25,1188,0,132,1056,1584,41
5594257,358,32,5,336,0.5,314,336,5,1.142857143,336,0,56,280,504,27
2000945,1094,110,1,15162,2.333333333,4054.285714,15162,5,1.789473684,15162,1197,4389,9576,39102,109
12265370,178,38,33,60,0,40,60,5,1,60,0,0,60,60,5
1846601,926,24,0,585,1,55,585,5,0.866666667,585,0,180,405,1125,24
11474006,91,3,0,720,0.333333333,509.0833333,720,5,0.6,720,0,0,720,720,3
2201465,1225,13,2,18954,2.333333333,2035.897436,18954,5,2.555555556,18954,702,5265,12987,41067,11
3831934,1075,67,7,29925,1.628571429,1475.885714,29925,5,1.684210526,29925,1330,7980,20615,65835,60
4500238,63,69,0,792,0.090909091,969.1818182,792,5,-0.125,792,0,88,704,1056,69
3264895,813,151,6,6300,2.571428571,2330.357143,6300,5,1.8,6300,210,2100,3990,14490,145
1511756,400,38,1,112,2,709,112,5,3.142857143,112,0,21,91,175,37
51078,2793,620,17,82836,4.016949153,4891.847458,82836,5,1.538461538,82836,6136,32981,43719,237003,603
246604,984,62,11,2975,4.142857143,2626.285714,2975,5,4.235294118,2975,119,714,2142,6188,51
3666091,207,9,0,1200,1.1,765.3,1200,5,0.75,1200,0,240,960,1920,9
6286412,393,53,14,1080,0.25,291.75,1080,5,0.777777778,1080,0,72,1008,1296,39
48695,12018,264,28,551320,10.2,7773.918182,551320,5,1.392857143,551320,58520,209440,283360,1706320,236
4313160,342,504,0,330,4,3684,330,5,0.454545455,330,0,88,242,594,504
16945061,344,7,1,242,2,60,242,5,0.545454545,242,0,44,198,374,6
10778361,425,41,2,4320,0.8,350.1,4320,5,0.518518519,4320,0,810,3510,6750,39
9758633,827,129,0,10890,2.590909091,3102,10890,5,1,10890,726,3630,6534,28314,129
2207018,600,339,0,756,0,164.5,756,5,1.962962963,756,0,324,432,1728,339
4206735,1866,168,21,121500,1.511111111,1705.533333,121500,5,0.333333333,121500,4860,40500,76140,286740,147
3630638,1150,165,11,304,3,1734,304,5,5.75,304,0,128,176,688,154
1350267,920,27,4,6032,3.461538462,4539.769231,6032,5,2.125,6032,416,1664,3952,14768,23
1859423,1398,99,9,50544,1.277777778,3912.018519,50544,5,3.230769231,50544,3510,13338,33696,122148,90
265333,1434,771,2,10206,4.285714286,7811.380952,10206,5,4.111111111,10206,567,4158,5481,27783,769
9213252,862,1608,84,6480,3,1605,6480,5,1.074074074,6480,405,2565,3510,17820,1524
3270552,1417,919,6,16416,4.375,3385.333333,16416,5,1.583333333,16416,1152,5760,9504,44064,913
1955076,459,77,6,11880,0.727272727,1869.954545,11880,5,1.055555556,11880,396,1980,9504,21384,71
6020495,669,47,0,5145,2.761904762,2317.47619,5145,5,0.857142857,5145,147,1176,3822,9996,47
6360743,418,43,3,4488,1.176470588,1141.588235,4488,5,0.25,4488,0,612,3876,6324,40
1276022,547,118,0,7436,0.538461538,1388.538462,7436,5,0.961538462,7436,338,2028,5070,16562,118
1648759,1349,39,1,30096,2.447368421,3348.921053,30096,5,0.944444444,30096,1368,10944,17784,75240,38
3523194,373,50,7,1536,0,288.6666667,1536,5,0.40625,1536,0,192,1344,2112,43
1324588,1077,1493,35,7040,7.8,3693,7040,5,1.136363636,7040,0,2640,4400,14960,1458
2369948,416,54,0,1408,2.25,2699.625,1408,5,1,1408,64,320,1024,2944,54
2087270,3543,296,2,38266,0.789473684,759.2631579,38266,5,8.684210526,38266,722,15162,22382,90250,294
5528897,507,825,11,1400,4.2,2019.8,1400,5,1.1,1400,0,350,1050,2450,814
1399483,351,325,12,560,1.75,864.5,560,5,1.6,560,0,120,440,920,313
1232682,2070,34,0,3432,1.625,1003,3432,5,13.46153846,3432,104,1456,1872,8736,34
84399,25951,215,62,344416,23.85106383,23641.90426,344416,5,1.5,344416,49632,130848,163936,1183648,153
2702629,320,10,1,288,1.5,1275,288,5,1,288,0,48,240,432,9
1856918,1037,76,2,2970,3.888888889,4315.444444,2970,5,5.6,2970,90,900,1980,6480,74
251161,548,8,1,5508,1.470588235,5026.058824,5508,5,1.111111111,5508,306,1836,3366,13770,7
13595120,234,1115,12,4032,0.714285714,472.7142857,4032,5,0.3125,4032,112,448,3472,6384,1103
5432399,468,90,102,3450,2.1,1448.5,3450,5,0.333333333,3450,150,450,2850,6150,-12
6517031,148,7,0,252,0.333333333,4072,252,5,1.333333333,252,18,18,216,468,7
5101921,356,28,0,176,1,894.5,176,5,1.75,176,0,16,160,224,28
4217342,1448,160,3,14364,3.947368421,11106.15789,14364,5,4.142857143,14364,798,4522,9044,35112,157
2734492,927,37,2,10788,2.666666667,2583.416667,10788,5,1.419354839,10788,372,2604,7812,21948,35
1622954,304,15,1,880,2.8,600,880,5,0.909090909,880,0,110,770,1210,14
752952,673,57,0,5456,2,1115.125,5456,5,1.032258065,5456,0,992,4464,8432,57
4712571,566,81,0,3432,1.769230769,2575.769231,3432,5,2.818181818,3432,143,715,2574,6864,81
184725,934,1056,3,10098,1.333333333,1054.222222,10098,5,1.911764706,10098,0,3672,6426,21114,1053
1085457,593,147,9,7200,0.9,683.8,7200,5,1.666666667,7200,0,1800,5400,12600,138
3518938,784,170,6,4320,1.5,948,4320,5,3.555555556,4320,0,1296,3024,8208,164
3397959,962,53,2,1815,8.6,14031.8,1815,5,7,1815,165,495,1155,4785,51
7324158,167,5,1,152,0,117,152,5,0.473684211,152,0,19,133,209,4
2955343,1082,33,33,7200,0.95,2161.7,7200,5,7.444444444,7200,0,2340,4860,14220,0
12211157,134,2,0,77,-1,49,77,5,0.272727273,77,0,11,66,110,2
2850069,1740,117,1,682,4,2693,682,5,13.54545455,682,44,308,330,2002,116
6555535,500,60,14,1596,0.5,813.25,1596,5,1.526315789,1596,0,228,1368,2280,46
2139101,241,127,6,39480,1.340425532,1606.297872,39480,5,0.266666667,39480,0,9870,29610,69090,121
6505759,658,211,1,4680,1.933333333,1017.466667,4680,5,2.75,4680,0,900,3780,7380,210
1546252,288,30,0,286,0.5,1342.5,286,5,0.692307692,286,0,52,234,442,30
6104946,351,131,0,1368,0.75,261.25,1368,5,0.789473684,1368,0,456,912,2736,131
1067846,1802,216,8,95634,1.518518519,1780.203704,95634,5,3.217391304,95634,1242,36018,58374,214866,208
4488327,823,75,5,13320,2.65,2225.9,13320,5,0.944444444,13320,720,2520,10080,27360,70
1667085,223,10,0,4224,0.060606061,326.6060606,4224,5,0,4224,0,528,3696,5808,10
6216498,212,41,4,704,0.25,1185.25,704,5,1.125,704,0,128,576,1088,37
366364,1210,114,2,5187,5.428571429,5035.142857,5187,5,3.684210526,5187,133,1995,3059,12369,112
1429054,2004,51,4,85668,2.636363636,3196.25,85668,5,1.515151515,85668,4356,27588,53724,207636,47
250997,387,79,4,90,0,60,90,5,2.555555556,90,0,18,72,144,75
7367507,237,9,0,252,1,3236,252,5,0.833333333,252,0,36,216,360,9
1472650,645,56,6,20880,1.611111111,1628.166667,20880,5,0.4,20880,0,5040,15840,36000,50
4019130,93,8,0,980,0.357142857,751.7857143,980,5,0.2,980,0,70,910,1190,8
508284,32472,519,7,1881550,12.7107438,22703.47934,1881550,5,1.44,1881550,199650,659450,1022450,5656750,512
2567856,887,451,9,15840,1.484848485,1399,15840,5,1.666666667,15840,495,4455,10890,33660,442
1302666,662,27,4,20160,1.095238095,2998.47619,20160,5,1.1,20160,1260,5670,13230,48510,23
1607360,1006,15,3,800,1,1800,800,5,5,800,0,288,512,1664,12
3282392,2541,823,6,15120,2.238095238,1159.47619,15120,5,11.8125,15120,672,5376,9072,37296,817
8665772,325,206,1,1584,1.083333333,1869.583333,1584,5,3,1584,72,288,1224,3096,205
1034458,765,148,0,39984,0.705882353,1086.926471,39984,5,1.571428571,39984,952,11424,27608,82824,148
1008522,349,9,0,840,0.5,1006,840,5,0.952380952,840,0,168,672,1344,9
2392482,932,4,0,567,0,415,567,5,2.962962963,567,0,216,351,1215,4
7174960,433,11,4,450,4,1997.5,450,5,1.4,450,0,90,360,720,7
92882,2335,186,9,28768,6.689655172,6820.206897,28768,5,1.75,28768,3248,9280,16240,85840,177
3124590,1094,171,4,8740,1.47826087,1453.826087,8740,5,6,8740,0,2070,6670,14950,167
5955791,689,37,0,12000,1.5,1694.05,12000,5,0.8,12000,400,3600,8000,26400,37
6349403,296,27,1,4500,-0.066666667,387.9333333,4500,5,0.6,4500,0,600,3900,6300,26
882140,208,6,0,80,0,234,80,5,1.3,80,0,20,60,140,6
162210,470,55,4,128,12,7087,128,5,2.125,128,0,32,96,224,51
462195,357,23,0,1463,1.454545455,1552.181818,1463,5,2.285714286,1463,0,308,1155,2387,23
3682825,336,11,1,4158,1.476190476,2910.714286,4158,5,0.833333333,4158,378,1008,2772,10584,10
4700890,3758,107,2,3157,1,3719.818182,3157,5,47.14285714,3157,154,1232,1771,8239,105
4461395,327,21,5,462,1,389.6666667,462,5,1.071428571,462,0,42,420,588,16
2449050,346,10,0,2280,1.5,413.3,2280,5,0.473684211,2280,0,380,1900,3420,10
588445,4763,320,10,4556,3.5,185,4556,5,13.79411765,4556,68,2448,2040,12512,310
9642355,449,52,0,9581,0.268656716,115.4626866,9581,5,0.363636364,9581,0,2211,7370,16214,52
1808202,666,11,1,621,0.666666667,623.6666667,621,5,5.555555556,621,0,216,405,1269,10
674076,2545,107,1,17220,9.785714286,10967.14286,17220,5,3.466666667,17220,420,8400,8400,46200,106
5483127,538,53,12,1862,2.571428571,4939,1862,5,1.428571429,1862,98,392,1372,3920,41
273912,3176,75,2,672,1.5,538.5,672,5,24.66666667,672,24,384,264,2040,73
10359704,438,10,0,2040,0.75,887.05,2040,5,1.833333333,2040,0,600,1440,3840,10
4239709,314,39,0,120,0,1763,120,5,1,120,0,24,96,192,39
4893485,722,107,0,18018,0.69047619,1613.904762,18018,5,1.545454545,18018,462,4158,13398,34650,107
785219,304,10,1,720,1.166666667,564.5,720,5,0.6,720,0,60,660,900,9
11747396,148,228,3,840,-0.142857143,245,840,5,0.5,840,0,0,840,840,225
2205454,2303,112,8,2552,-1,88,2552,5,3.551724138,2552,58,1102,1392,6380,104
1402845,429,13,0,416,1,495.5,416,5,0.8125,416,0,64,352,608,13
331528,2380,118,10,31059,5.827586207,6791,31059,5,2.142857143,31059,1827,12789,16443,85869,108
443437,466,34,3,456,1.5,764,456,5,1.315789474,456,0,76,380,684,31
1482723,318,210,3,98,2,1416,98,5,1.571428571,98,0,21,77,161,207
11259721,388,105,7,9800,1.571428571,4048.142857,9800,5,0.25,9800,560,1960,7280,20720,98
